Cat1,AvgS1,M1,Co1,Cat2,AvgS2,M2,Co2,Cat3,AvgS3,M3,Co3,Cat4,AvgS4,M4,Co4,NumDeg,NumCertf,NumJobs,AverageMonths
Management,79819.50204,1,1,HR,51182.90816,20,1,Consultant,78074.16822,8,1,HR,44609.36364,23,1,3,3,4,13
Management,79819.50204,124,1,Other,53085.31717,49,0,Other,53085.31717,10,1,Service,37263.83653,9,1,3,3,4,48
Executive,123893.3069,67,1,Management,79819.50204,14,1,Sales,47142.92286,6,1,Other,53085.31717,22,0,3,3,4,27.25
Executive,123893.3069,14,1,Other,56394.6,56,1,Academia,63461.28125,12,0,Academia,87338,11,0,3,3,4,23.25
Executive,123893.3069,25,0,Management,79819.50204,36,1,Sales,47142.92286,41,1,Sales,47142.92286,48,1,3,3,4,37.5
Executive,123893.3069,23,0,Management,134709.3514,25,1,Management,79819.50204,51,0,IT,105688,8,1,3,3,4,26.75
Executive,123893.3069,5,1,Executive,123893.3069,99,1,Management,79819.50204,44,0,Sales,47142.92286,16,0,2,1,4,41
Executive,123893.3069,5,0,Management,79819.50204,23,0,Management,79819.50204,13,0,Management,79819.50204,10,0,3,3,4,12.75
Executive,123893.3069,48,1,Management,79819.50204,74,0,IT,69783.6369,33,0,IT,69783.6369,39,0,3,3,4,48.5
Executive,123893.3069,5,1,Executive,123893.3069,26,1,Management,79819.50204,36,1,Other,53085.31717,6,1,3,3,4,18.25
Executive,123893.3069,23,0,Management,79819.50204,49,1,Executive,123893.3069,7,1,Executive,123893.3069,55,1,3,3,4,33.5
Executive,123893.3069,167,0,Sales,47142.92286,70,0,Other,53085.31717,54,0,Unemployed,0,0,0,3,3,3,72.75
Executive,123893.3069,30,1,Operations,85551.22727,113,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,35.75
Executive,123893.3069,92,1,Admin,77805.28205,47,1,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,34.75
Executive,123893.3069,226,1,Other,53085.31717,32,1,Other,53085.31717,25,1,Other,53085.31717,74,0,3,3,4,89.25
Executive,123893.3069,35,0,Management,98281.5,11,0,Management,79819.50204,28,1,Other,53085.31717,12,1,1,1,4,21.5
Executive,123893.3069,35,0,Management,98281.5,11,0,Management,79819.50204,28,1,Other,53085.31717,12,1,1,1,4,21.5
Executive,123893.3069,34,1,Service,37263.83653,59,1,Management,79819.50204,13,1,IT,69783.6369,25,1,3,3,4,32.75
Executive,123893.3069,27,1,Sales,47142.92286,33,1,Other,53085.31717,18,0,IT,69783.6369,10,1,3,3,4,22
Executive,123893.3069,71,1,Marketing,77646.54545,12,1,Marketing,50436.77654,22,1,Management,40508.28571,24,1,3,3,4,32.25
Executive,123893.3069,7,0,Other,85168,62,1,Finance,60991.45474,21,1,Executive,123893.3069,30,1,3,3,4,30
Executive,123893.3069,19,0,Executive,123893.3069,7,0,Management,79819.50204,18,0,Management,79819.50204,21,0,3,3,4,16.25
Executive,123893.3069,13,1,Executive,123893.3069,16,1,Executive,123893.3069,16,1,Engineering,81584.97869,276,1,3,3,4,80.25
Executive,123893.3069,72,1,Executive,123893.3069,29,1,Executive,123893.3069,17,1,Executive,123893.3069,6,0,3,3,4,31
Executive,123893.3069,217,0,Executive,123893.3069,65,0,Executive,123893.3069,64,0,Management,79819.50204,64,0,3,3,4,102.5
Executive,123893.3069,142,0,Executive,123893.3069,150,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,2,73
Executive,123893.3069,1,1,Executive,123893.3069,14,1,Executive,123893.3069,60,1,Executive,123893.3069,36,1,3,3,4,27.75
Executive,123893.3069,3,1,Management,79819.50204,28,1,Executive,123893.3069,59,1,Finance,60991.45474,50,0,3,1,4,35
Executive,123893.3069,79,0,Management,79819.50204,42,1,Management,79819.50204,80,0,Executive,116258.75,157,0,3,3,4,89.5
Executive,123893.3069,295,0,Sales,47142.92286,77,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,93
Executive,123893.3069,5,1,Executive,123893.3069,43,1,Executive,123893.3069,3,0,Executive,123893.3069,39,1,3,3,4,22.5
Management,79819.50204,127,0,Other,53085.31717,17,1,Other,53085.31717,130,0,Unemployed,0,0,0,3,3,3,68.5
Management,79819.50204,13,1,Management,79819.50204,77,0,Management,79819.50204,88,0,Other,53085.31717,28,0,3,3,4,51.5
Executive,123893.3069,39,1,Consultant,78074.16822,17,0,Consultant,78074.16822,20,0,Other,53085.31717,6,0,3,3,4,20.5
Executive,123893.3069,144,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,0,1,1,36
Executive,123893.3069,55,1,Executive,123893.3069,69,1,Sales,47142.92286,44,1,Management,134709.3514,40,1,2,1,4,52
Executive,123893.3069,159,1,HR,52756.71429,113,1,Service,37263.83653,75,1,Sales,47142.92286,16,1,3,3,4,90.75
Executive,123893.3069,187,1,Executive,123893.3069,237,1,Management,79819.50204,52,0,Management,89985.33333,16,0,2,1,4,123
Executive,123893.3069,187,1,Executive,123893.3069,237,1,Management,79819.50204,52,0,Management,89985.33333,16,0,2,1,4,123
Executive,123893.3069,188,1,Executive,123893.3069,80,1,Executive,123893.3069,61,1,Other,53085.31717,24,0,3,1,4,88.25
Executive,123893.3069,37,1,Operations,69434.83383,27,0,IT,69783.6369,70,0,Sales,47142.92286,99,0,3,3,4,58.25
Other,53085.31717,1,1,Other,53085.31717,3,1,Operations,69434.83383,3,1,Engineering,41800,3,1,3,3,4,2.5
Sales,47142.92286,1,0,Executive,123893.3069,210,1,Other,53085.31717,64,1,Management,79819.50204,62,0,3,3,4,84.25
Sales,47142.92286,48,1,Sales,60877.01504,39,1,Service,37263.83653,67,0,Sales,47142.92286,49,1,3,3,4,50.75
Sales,47142.92286,29,1,Management,79819.50204,6,1,Management,79819.50204,11,1,Sales,47142.92286,14,1,3,3,4,15
Sales,41779,36,1,Sales,47142.92286,30,1,Sales,47142.92286,11,1,Management,79819.50204,12,0,3,3,4,22.25
Sales,47142.92286,3,1,Management,66503.2,18,1,Executive,123893.3069,13,1,Sales,71366.9,13,1,2,1,4,11.75
Marketing,50436.77654,3,1,Engineering,81584.97869,9,0,HR,51182.90816,4,0,Sales,47142.92286,26,0,3,3,4,10.5
Marketing,26600,11,1,Management,79819.50204,2,1,Finance,60991.45474,16,0,IT,69783.6369,16,0,3,3,4,11.25
Marketing,26600,5,1,HR,55631.66667,8,0,Management,79819.50204,26,0,HR,51182.90816,10,0,3,3,4,12.25
HR,51182.90816,22,1,Management,47090,5,1,Management,79819.50204,12,1,Sales,47142.92286,21,1,3,3,4,15
Marketing,66225.72727,515,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,0,1,1,128.75
Marketing,66225.72727,515,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,0,1,1,128.75
Marketing,50436.77654,7,1,Marketing,50436.77654,5,1,Management,79819.50204,10,1,Management,79819.50204,33,0,3,3,4,13.75
Marketing,50436.77654,10,1,Service,37263.83653,3,1,Other,53085.31717,4,1,Management,77657,17,1,2,1,4,8.5
Marketing,50436.77654,7,1,Management,79819.50204,17,1,Marketing,50436.77654,15,0,Management,79819.50204,25,1,2,3,4,16
Marketing,50436.77654,7,1,Management,79819.50204,17,1,Marketing,50436.77654,15,0,Management,79819.50204,25,1,2,3,4,16
Marketing,50436.77654,8,0,IT,69783.6369,19,0,Marketing,50436.77654,23,0,Service,37263.83653,15,0,1,1,4,16.25
Marketing,50436.77654,2,0,Executive,123893.3069,7,0,Executive,123893.3069,15,0,Executive,123893.3069,9,1,3,3,4,8.25
Marketing,50436.77654,15,1,Other,53085.31717,24,0,Other,53085.31717,46,1,Management,79819.50204,5,1,3,3,4,22.5
Marketing,50436.77654,12,1,Other,53085.31717,11,1,Unemployed,0,1,0,Other,53085.31717,13,1,3,3,4,9.25
Marketing,50436.77654,10,1,Management,40508.28571,41,0,Service,37263.83653,7,0,Marketing,50436.77654,3,1,3,3,4,15.25
Marketing,50436.77654,11,1,Other,53085.31717,28,1,Marketing,50436.77654,15,1,Marketing,50436.77654,3,1,3,3,4,14.25
Marketing,51836,91,0,Sales,71366.9,4,1,Sales,47142.92286,15,0,Executive,48969,74,0,3,3,4,46
Marketing,51836,3,1,Marketing,53894,7,1,Other,53085.31717,3,1,Other,53085.31717,15,1,3,3,4,7
Marketing,50436.77654,43,1,IT,52870,56,0,IT,69783.6369,39,0,Executive,123893.3069,48,0,3,3,4,46.5
Marketing,50436.77654,19,1,Marketing,50436.77654,31,0,IT,69783.6369,5,0,Management,79819.50204,10,0,3,3,4,16.25
Marketing,50436.77654,4,0,Management,79819.50204,47,1,Marketing,50436.77654,56,0,Marketing,43688.73333,52,0,3,3,4,39.75
Marketing,50436.77654,19,1,Management,79819.50204,29,1,Management,79819.50204,67,1,Marketing,50436.77654,67,1,3,3,4,45.5
Marketing,43688.73333,28,1,Management,79819.50204,11,1,Other,53085.31717,19,1,Marketing,50436.77654,5,0,2,3,4,15.75
Marketing,50436.77654,66,1,Other,53085.31717,14,1,Other,53085.31717,1,1,Other,53085.31717,1,1,2,1,4,20.5
Management,133681,75,1,Other,53085.31717,8,1,Other,53085.31717,64,1,Unemployed,0,0,0,3,3,3,36.75
Management,133681,11,1,Management,133681,12,1,Marketing,50436.77654,26,1,Marketing,50436.77654,30,1,3,3,4,19.75
Management,133681,17,0,Marketing,77646.54545,12,0,Management,79819.50204,25,0,Marketing,25788,17,0,3,3,4,17.75
Management,133681,36,1,Management,77657,76,0,Executive,123893.3069,76,1,Management,79819.50204,48,0,3,3,4,59
Management,133681,75,1,Academia,63461.28125,72,1,Marketing,50436.77654,20,1,Executive,123893.3069,24,0,3,3,4,47.75
Marketing,50436.77654,16,1,Other,53085.31717,85,0,Executive,123893.3069,47,0,IT,69783.6369,6,0,3,3,4,38.5
Marketing,77646.54545,50,0,Sales,71809.75,25,1,Sales,47142.92286,42,0,Sales,66907.90991,4,1,2,1,4,30.25
Marketing,77646.54545,8,1,Marketing,50436.77654,36,1,Management,79819.50204,6,1,Management,79819.50204,13,1,3,3,4,15.75
Marketing,77646.54545,41,1,Marketing,50436.77654,42,1,Other,53085.31717,12,1,Management,79819.50204,5,0,3,3,4,25
Marketing,77646.54545,2,0,Marketing,50436.77654,13,0,Marketing,50436.77654,15,1,Executive,123893.3069,38,1,3,3,4,17
Marketing,77646.54545,24,1,Management,89985.33333,86,0,Marketing,50436.77654,3,0,Management,89985.33333,36,0,1,1,4,37.25
Marketing,77646.54545,38,1,Marketing,50911,21,0,Marketing,50436.77654,3,1,Management,79819.50204,34,1,3,3,4,24
Marketing,77646.54545,19,0,Marketing,50436.77654,56,0,Marketing,50436.77654,56,0,Marketing,43688.73333,38,0,3,3,4,42.25
Marketing,50436.77654,21,1,Marketing,50436.77654,150,1,Marketing,50436.77654,4,1,Unemployed,0,0,0,3,3,3,43.75
Marketing,50436.77654,35,1,Marketing,77646.54545,4,1,Marketing,50436.77654,3,1,Marketing,50436.77654,3,1,3,3,4,11.25
Marketing,50436.77654,42,0,HR,51182.90816,4,1,Marketing,50436.77654,15,0,Unemployed,0,6,1,1,1,4,16.75
Marketing,50436.77654,22,1,Service,37263.83653,15,1,Marketing,50436.77654,13,1,Academia,63461.28125,12,1,3,3,4,15.5
Marketing,50436.77654,8,1,Other,53085.31717,28,1,Sales,47142.92286,46,0,Operations,85551.22727,9,0,3,3,4,22.75
Marketing,50436.77654,14,1,Other,53085.31717,4,1,Sales,47142.92286,39,0,Sales,47142.92286,60,0,3,3,4,29.25
Marketing,50436.77654,3,0,Marketing,50436.77654,3,0,Other,53085.31717,2,0,Other,53085.31717,4,0,3,3,4,3
Marketing,59207.5,3,0,Executive,123893.3069,5,1,Management,79819.50204,5,1,Sales,47142.92286,4,1,3,3,4,4.25
Marketing,59207.5,31,1,Consultant,86307.45545,2,1,Marketing,50436.77654,13,0,Other,53085.31717,24,0,3,3,4,17.5
Marketing,50436.77654,8,0,Marketing,59207.5,17,1,Service,37263.83653,6,0,Other,53085.31717,9,0,3,3,4,10
Other,53085.31717,347,1,Academia,63461.28125,1,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,2,87
Academia,63461.28125,4,1,Academia,63461.28125,6,1,Unemployed,0,5,0,Academia,63461.28125,3,1,3,3,4,4.5
Other,53085.31717,27,1,Other,53085.31717,4,1,HR,51182.90816,2,1,Unemployed,0,0,0,1,1,3,8.25
Academia,63461.28125,7,1,Management,79819.50204,13,1,Operations,69434.83383,7,1,Management,79819.50204,14,0,3,3,4,10.25
Executive,123893.3069,10,1,Other,53085.31717,112,0,Unemployed,0,0,0,Unemployed,0,0,0,0,1,2,30.5
Executive,123893.3069,10,1,Other,53085.31717,112,0,Unemployed,0,0,0,Unemployed,0,0,0,0,1,2,30.5
Sales,47142.92286,62,1,Sales,66907.90991,30,0,Sales,47142.92286,199,0,Sales,47142.92286,76,0,2,1,4,91.75
Service,37263.83653,11,0,Management,79819.50204,12,1,Management,79819.50204,53,0,Other,53085.31717,135,0,3,3,4,52.75
Engineering,81584.97869,15,1,Management,79819.50204,5,0,Unemployed,0,26,1,Unemployed,0,0,0,1,1,3,11.5
Engineering,81584.97869,15,1,Management,79819.50204,5,0,Unemployed,0,26,1,Unemployed,0,0,0,1,1,3,11.5
Other,53085.31717,40,1,Other,53085.31717,9,1,Other,53085.31717,1,1,Other,53085.31717,18,0,3,3,4,17
Marketing,50436.77654,133,0,Marketing,50436.77654,189,0,Management,79819.50204,11,0,Other,53085.31717,43,0,2,3,4,94
Other,53085.31717,53,0,Management,79819.50204,7,1,Academia,63461.28125,3,1,Academia,41346.78947,28,1,1,1,4,22.75
Health,32338,23,1,Other,39066.66667,15,1,Other,53085.31717,27,1,Finance,59746,2,1,3,3,4,16.75
Other,53085.31717,2,1,Other,53085.31717,1,0,Unemployed,0,9,0,Other,53085.31717,2,0,3,3,4,3.5
Other,53085.31717,47,1,Executive,123893.3069,48,1,Academia,63461.28125,64,1,Executive,123893.3069,58,1,3,3,4,54.25
Other,53085.31717,131,1,Executive,123893.3069,184,0,Marketing,50436.77654,16,0,Unemployed,0,0,0,3,3,3,82.75
Other,53085.31717,67,0,Executive,123893.3069,158,0,Executive,123893.3069,79,0,Marketing,50436.77654,25,0,3,3,4,82.25
Other,53085.31717,24,0,Engineering,81584.97869,13,0,Other,53085.31717,12,0,Unemployed,0,12,0,3,3,4,15.25
Health,32338,15,1,Service,37263.83653,1,1,Unemployed,0,4,1,Academia,42492.8,8,0,2,1,4,7
Executive,123893.3069,12,0,Management,79819.50204,13,1,Executive,123893.3069,72,0,Executive,123893.3069,13,0,3,3,4,27.5
Executive,123893.3069,10,1,Executive,123893.3069,14,1,Executive,123893.3069,42,1,Executive,123893.3069,15,0,3,3,4,20.25
Executive,123893.3069,45,0,Executive,123893.3069,49,1,Executive,123893.3069,28,0,Executive,123893.3069,54,1,3,3,4,44
Executive,123893.3069,3,1,Executive,123893.3069,35,1,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,9.5
Executive,123893.3069,57,1,Other,53085.31717,279,1,Government,78213.325,279,1,Other,53085.31717,55,0,1,1,4,167.5
Executive,123893.3069,57,1,Other,53085.31717,279,1,Government,78213.325,279,1,Other,53085.31717,55,0,1,1,4,167.5
Other,169704,48,0,Academia,21197,9,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,14.25
Government,78213.325,34,1,Government,78213.325,14,1,Government,78213.325,16,1,Unemployed,0,0,0,1,1,3,16
Health,32338,14,1,Marketing,50436.77654,11,0,Service,37263.83653,14,0,Other,53085.31717,7,0,1,1,4,11.5
Health,32338,14,1,Marketing,50436.77654,11,0,Service,37263.83653,14,0,Other,53085.31717,7,0,1,1,4,11.5
Other,53085.31717,31,1,IT,69783.6369,24,1,Admin,51794.60833,44,1,Executive,123893.3069,100,0,3,3,4,49.75
Other,53085.31717,5,1,Executive,123893.3069,73,1,Consultant,78074.16822,15,1,Management,79819.50204,20,1,3,3,4,28.25
Other,53085.31717,24,1,Other,53085.31717,28,0,Executive,123893.3069,120,1,Academia,63461.28125,59,0,3,3,4,57.75
Other,53085.31717,32,0,Management,124502,96,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,32
Other,33603.14286,26,1,Management,79819.50204,4,1,Service,37263.83653,15,1,Other,53085.31717,3,0,3,3,4,12
Finance,60991.45474,3,1,Executive,123893.3069,4,1,Finance,60991.45474,13,1,Unemployed,0,18,1,3,3,4,9.5
IT,69783.6369,11,1,IT,70974.625,3,1,IT,69783.6369,3,1,IT,69783.6369,3,1,3,3,4,5
Sales,47142.92286,17,1,Sales,66907.90991,13,1,Sales,47142.92286,34,1,Marketing,50436.77654,9,0,3,3,4,18.25
Sales,47142.92286,7,0,Executive,123893.3069,27,1,Management,79819.50204,71,0,Operations,69434.83383,23,0,3,3,4,32
Sales,47142.92286,19,1,Sales,60254.25,25,1,Sales,47142.92286,5,0,Unemployed,0,0,0,3,3,3,12.25
HR,51182.90816,55,0,Other,53085.31717,85,0,Other,53085.31717,42,0,Other,53085.31717,40,0,2,1,4,55.5
Other,96000,4,0,Other,96000,8,1,IT,69783.6369,16,0,Other,53085.31717,154,1,3,3,4,45.5
Other,53085.31717,13,1,Other,53085.31717,69,0,Management,79819.50204,17,0,Other,53085.31717,7,0,3,3,4,26.5
Government,78213.325,16,1,Unemployed,0,17,1,Executive,123893.3069,55,1,Executive,123893.3069,73,1,3,3,4,40.25
IT,69783.6369,14,1,IT,69783.6369,8,1,IT,69783.6369,9,0,IT,69783.6369,5,0,3,3,4,9
IT,69783.6369,23,1,Other,53085.31717,36,0,Engineering,81584.97869,31,0,IT,69783.6369,25,0,3,3,4,28.75
IT,69783.6369,8,0,Marketing,50436.77654,5,0,Marketing,50436.77654,6,0,Marketing,41472,6,1,3,3,4,6.25
IT,69783.6369,115,0,Executive,123893.3069,116,0,Unemployed,0,0,0,Unemployed,0,0,0,2,1,2,57.75
IT,69783.6369,4,0,IT,63701.34483,1,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,1.25
IT,69783.6369,21,1,Academia,63461.28125,32,1,Management,79819.50204,74,1,IT,69783.6369,32,1,3,3,4,39.75
Entertainment,65068.78947,55,0,Other,53085.31717,30,0,Other,53085.31717,76,1,Other,53085.31717,80,0,3,3,4,60.25
IT,69783.6369,121,0,Other,53085.31717,42,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,40.75
Entertainment,65068.78947,119,0,Other,53085.31717,258,0,Other,53085.31717,148,0,Unemployed,0,0,0,3,3,3,131.25
Entertainment,65068.78947,21,1,Other,53085.31717,22,1,Other,53085.31717,69,1,Management,79819.50204,46,0,3,3,4,39.5
Entertainment,65068.78947,30,1,Management,79819.50204,16,1,Other,53085.31717,8,1,Other,53085.31717,5,1,3,3,4,14.75
Entertainment,65068.78947,17,1,Other,53085.31717,19,1,Other,53085.31717,15,1,Other,53085.31717,8,1,3,3,4,14.75
Other,53085.31717,3,0,Other,53085.31717,3,1,Unemployed,0,0,0,Unemployed,0,0,0,1,1,2,1.5
Unemployed,0,15,1,Management,79819.50204,7,1,Other,53085.31717,11,1,IT,69783.6369,9,1,2,3,4,10.5
Other,53085.31717,7,1,Other,53085.31717,14,1,Unemployed,0,0,0,Unemployed,0,0,0,1,1,2,5.25
Sales,47142.92286,39,1,Sales,47142.92286,29,1,Sales,47142.92286,25,1,Sales,60877.01504,77,1,3,3,4,42.5
HR,51182.90816,24,0,HR,51182.90816,32,1,HR,51182.90816,25,1,Finance,60991.45474,7,1,3,3,4,22
Sales,47142.92286,10,1,Finance,73591.75926,6,1,HR,51182.90816,17,1,IT,69783.6369,28,0,2,1,4,15.25
HR,51182.90816,13,1,HR,51182.90816,23,1,HR,51182.90816,151,1,Sales,47142.92286,50,0,1,1,4,59.25
IT,69783.6369,25,1,IT,69783.6369,35,1,IT,69783.6369,5,1,Engineering,81584.97869,7,0,3,3,4,18
IT,69783.6369,22,0,IT,69783.6369,27,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,12.25
IT,69783.6369,107,1,Other,53085.31717,24,1,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,32.75
IT,69783.6369,47,1,IT,69783.6369,166,0,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,53.25
Other,53085.31717,1,0,IT,69783.6369,19,1,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,5
Sales,47142.92286,76,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,0,1,1,19
Sales,47142.92286,76,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,0,1,1,19
It,69783.6369,124,1,Executive,123893.3069,172,0,HR,51182.90816,73,1,Management,79819.50204,61,0,3,3,4,107.5
Other,53085.31717,1,1,Operations,57452.57447,8,1,Finance,60991.45474,3,0,Other,53085.31717,7,0,3,3,4,4.75
Other,53085.31717,82,1,Service,37263.83653,31,1,Service,37263.83653,94,1,Other,53085.31717,207,1,2,1,4,103.5
IT,69783.6369,95,1,IT,69783.6369,264,0,IT,69783.6369,13,0,Other,53085.31717,200,0,3,1,4,143
Other,53085.31717,79,0,Other,53085.31717,315,0,Academia,63461.28125,28,0,IT,69783.6369,54,0,1,1,4,119
Other,53085.31717,79,0,Other,53085.31717,315,0,Academia,63461.28125,28,0,IT,69783.6369,54,0,1,1,4,119
Academia,63461.28125,32,1,IT,34200,138,0,Marketing,50436.77654,269,1,Service,37263.83653,76,1,3,3,4,128.75
Academia,63461.28125,11,1,Academia,63461.28125,24,0,Unemployed,0,0,0,Unemployed,0,0,0,3,1,2,8.75
IT,69783.6369,25,0,Management,79819.50204,22,0,IT,69783.6369,22,1,IT,69783.6369,39,0,3,3,4,27
Admin,35378.5,13,1,Finance,76105,5,0,Finance,60991.45474,8,0,Finance,60991.45474,16,0,3,3,4,10.5
Admin,51794.60833,54,1,Executive,123893.3069,21,0,Management,79819.50204,10,1,Sales,47142.92286,65,1,3,3,4,37.5
Admin,56842.5,5,1,Management,89985.33333,29,0,Management,79819.50204,38,0,Management,40508.28571,41,0,3,3,4,28.25
Admin,56842.5,24,1,Admin,51802.85714,7,1,Executive,123893.3069,7,1,Admin,51802.85714,5,0,2,1,4,10.75
Other,53085.31717,31,0,Academia,63461.28125,33,1,Other,53085.31717,4,0,Academia,63461.28125,72,1,3,3,4,35
IT,69783.6369,15,1,Engineering,48352.4,3,1,IT,69783.6369,3,1,Academia,63461.28125,3,1,3,3,4,6
Unemployed,0,7,0,Management,79819.50204,18,1,Management,79819.50204,11,1,Management,79819.50204,6,0,3,3,4,10.5
Unemployed,0,7,0,Management,79819.50204,18,1,Management,79819.50204,11,1,Management,79819.50204,6,0,3,3,4,10.5
Unemployed,0,5,0,Management,79819.50204,12,1,HR,51182.90816,12,1,HR,24700,24,1,3,1,4,13.25
IT,69783.6369,12,1,Management,79819.50204,4,1,Marketing,50436.77654,4,1,Other,53085.31717,15,1,2,1,4,8.75
IT,69783.6369,12,1,Management,79819.50204,4,1,Marketing,50436.77654,4,1,Other,53085.31717,15,1,2,1,4,8.75
HR,51182.90816,11,1,Service,37263.83653,10,1,Operations,69434.83383,26,0,Other,53085.31717,3,0,3,3,4,12.5
Executive,123893.3069,11,1,Marketing,50436.77654,4,1,Marketing,50436.77654,12,1,Service,37263.83653,173,1,3,3,4,50
Unemployed,0,28,1,Unemployed,0,123,1,Management,79819.50204,120,1,Unemployed,0,0,0,3,3,3,67.75
Operations,69434.83383,1,1,Management,66503.2,7,0,Management,79819.50204,4,0,Management,79819.50204,3,0,2,1,4,3.75
Operations,42394,223,0,Service,39590.68519,128,1,Unemployed,0,0,0,Unemployed,0,0,0,3,3,2,87.75
Operations,69434.83383,27,1,Academia,63461.28125,64,1,Management,79819.50204,27,1,Admin,51794.60833,6,0,3,3,4,31
Operations,69434.83383,19,0,Management,112216.25,17,1,Management,79819.50204,16,0,Management,47724.66667,40,0,3,3,4,23
Operations,69434.83383,8,1,Other,53085.31717,3,1,Management,79819.50204,12,1,Engineering,81584.97869,15,1,3,3,4,9.5
Operations,66665,16,1,Service,39590.68519,3,1,Other,53085.31717,19,1,Executive,171037.5,18,1,3,3,4,14
Operations,66665,13,0,IT,69783.6369,55,0,Other,53085.31717,24,0,Other,53085.31717,31,0,3,3,4,30.75
Operations,82979.71429,32,1,Other,53085.31717,36,1,Sales,47142.92286,29,1,Consultant,78074.16822,21,0,1,1,4,29.5
Operations,82979.71429,32,1,Other,53085.31717,36,1,Sales,47142.92286,29,1,Consultant,78074.16822,21,0,1,1,4,29.5
Operations,82979.71429,1,0,Management,79819.50204,23,0,Management,79819.50204,50,0,Other,53085.31717,20,0,3,3,4,23.5
Operations,82979.71429,25,1,Other,53085.31717,22,0,Sales,47142.92286,18,0,IT,69783.6369,18,0,3,3,4,20.75
Operations,82979.71429,17,1,Other,53085.31717,31,1,Operations,69434.83383,7,1,IT,69783.6369,11,1,3,3,4,16.5
Operations,82979.71429,13,1,Executive,123893.3069,15,1,IT,69783.6369,10,0,Sales,47142.92286,4,0,3,3,4,10.5
Operations,82979.71429,35,1,Marketing,46586,113,0,Marketing,50436.77654,6,0,Operations,69434.83383,64,0,3,3,4,54.5
Operations,82979.71429,8,0,Management,79819.50204,12,1,Management,79819.50204,46,0,Operations,69434.83383,46,0,3,3,4,28
Operations,82979.71429,26,1,Service,39590.68519,5,1,Service,37263.83653,4,1,Other,53085.31717,20,0,3,3,4,13.75
Operations,82979.71429,22,1,Management,79549,36,1,Other,53085.31717,16,1,Other,53085.31717,16,0,1,1,4,22.5
Operations,82979.71429,22,1,Management,79549,36,1,Other,53085.31717,16,1,Other,53085.31717,16,0,1,1,4,22.5
Operations,82979.71429,1,0,IT,69783.6369,49,1,IT,69783.6369,28,0,IT,69783.6369,28,0,3,3,4,26.5
Operations,82979.71429,17,1,Other,53085.31717,4,1,Executive,123893.3069,72,0,Unemployed,0,0,0,1,1,3,23.25
Operations,69434.83383,52,1,Executive,123893.3069,187,1,Other,53085.31717,22,0,Other,53085.31717,64,1,3,3,4,81.25
Operations,69434.83383,9,0,HR,51182.90816,22,0,Operations,69434.83383,58,0,Service,22800,58,0,3,3,4,36.75
Operations,69434.83383,6,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,2,1,1,1.5
Operations,69434.83383,16,1,Management,89985.33333,41,1,Management,79819.50204,89,0,Unemployed,0,0,0,1,1,3,36.5
IT,58447.9,8,1,Management,124224,11,1,Other,53085.31717,8,1,Other,53085.31717,6,1,3,3,4,8.25
IT,69783.6369,59,0,Consultant,86307.45545,62,0,Unemployed,0,0,0,Unemployed,0,0,0,3,1,2,30.25
Other,53085.31717,2,0,Sales,41147.2,5,1,Service,37263.83653,3,1,Unemployed,0,0,0,3,3,3,2.5
IT,69783.6369,10,1,HR,56624,75,1,HR,51182.90816,22,1,Management,79819.50204,22,1,3,3,4,32.25
IT,69783.6369,34,1,IT,69783.6369,59,1,HR,51182.90816,39,1,IT,69783.6369,13,1,3,3,4,36.25
Other,53085.31717,63,0,Executive,123893.3069,71,1,Other,53085.31717,70,0,Other,53085.31717,31,0,3,3,4,58.75
IT,69783.6369,1,0,Executive,123893.3069,44,1,Executive,123893.3069,80,1,Executive,123893.3069,14,1,3,3,4,34.75
Other,53085.31717,6,1,Service,39590.68519,19,1,Service,37263.83653,3,1,Other,29450,9,0,2,1,4,9.25
IT,69783.6369,18,1,Management,124769.5,19,1,Other,53085.31717,38,1,Management,79819.50204,2,1,2,1,4,19.25
IT,69783.6369,18,1,Management,124769.5,19,1,Other,53085.31717,38,1,Management,79819.50204,2,1,2,1,4,19.25
Academia,63461.28125,11,1,Executive,123893.3069,12,1,Executive,123893.3069,137,1,Other,53085.31717,19,1,3,3,4,44.75
