Cat1,AvgS1,M1,Co1,Cat2,AvgS2,M2,Co2,Cat3,AvgS3,M3,Co3,Cat4,AvgS4,M4,Co4,Cat5,AvgS5,M5,Co5,NumDeg,NumCertf,numJobs,AverageMonths
HR,51182.90816,12,1,HR,51182.90816,11,1,Unemployed,0,31,0,HR,51182.90816,32,0,Management,79819.50204,13,0,3,3,5,19.8
HR,51182.90816,4,1,HR,51182.90816,7,1,HR,51182.90816,17,1,HR,51182.90816,8,1,HR,51182.90816,11,1,3,3,5,9.4
HR,51182.90816,1,1,Service,37263.83653,4,1,Unemployed,0,18,0,Other,53085.31717,15,0,HR,51182.90816,24,0,3,3,5,12.4
HR,51182.90816,1,0,Marketing,50436.77654,2,0,Unemployed,0,0,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,4,3
HR,51182.90816,6,1,HR,51182.90816,5,1,Unemployed,0,31,1,HR,51182.90816,21,1,HR,51182.90816,4,1,3,3,5,13.4
HR,51182.90816,6,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,0,1,1,1.2
HR,51182.90816,67,1,HR,51182.90816,6,1,Unemployed,0,92,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,35.4
HR,51182.90816,46,1,HR,51182.90816,9,1,Unemployed,0,16,1,Sales,47142.92286,9,1,Sales,47142.92286,12,0,3,3,5,18.4
HR,51182.90816,43,1,HR,51182.90816,116,1,Unemployed,0,72,0,HR,51182.90816,13,0,Other,53085.31717,6,0,2,1,5,50
HR,51182.90816,42,1,Other,53085.31717,17,1,Operations,69434.83383,24,0,Management,79819.50204,1,1,Unemployed,0,6,1,2,1,5,18
HR,51182.90816,42,1,Other,53085.31717,17,1,Operations,69434.83383,24,0,Management,79819.50204,1,1,Unemployed,0,6,1,2,1,5,18
HR,51182.90816,37,1,HR,51182.90816,22,1,Unemployed,0,21,0,Other,53085.31717,18,1,HR,51182.90816,11,0,3,3,5,21.8
HR,51182.90816,13,1,HR,51182.90816,12,1,HR,51182.90816,5,1,HR,51182.90816,51,1,HR,51182.90816,15,1,3,3,5,19.2
HR,51182.90816,12,1,HR,51182.90816,27,1,Unemployed,0,8,1,HR,51182.90816,28,0,Other,53085.31717,6,0,2,1,5,16.2
HR,51182.90816,12,1,HR,51182.90816,27,1,Unemployed,0,8,1,HR,51182.90816,28,0,Other,53085.31717,6,0,2,1,5,16.2
HR,51182.90816,12,1,Sales,47142.92286,7,1,Unemployed,0,12,1,HR,51182.90816,13,0,Sales,47142.92286,6,1,3,3,5,10
HR,51182.90816,9,1,HR,51182.90816,26,1,HR,51182.90816,12,1,Other,53085.31717,12,0,HR,51182.90816,3,1,2,1,5,12.4
HR,51182.90816,1,0,Other,53085.31717,26,0,Unemployed,0,5,0,Sales,47142.92286,5,1,Other,53085.31717,3,1,3,3,5,8
HR,51182.90816,1,0,HR,51182.90816,46,0,Unemployed,0,33,1,Management,79819.50204,25,1,HR,51182.90816,15,0,3,3,5,24
HR,51182.90816,1,1,HR,51182.90816,6,1,HR,51182.90816,15,1,HR,51182.90816,17,1,HR,51182.90816,13,1,3,3,5,10.4
HR,51182.90816,6,1,HR,51182.90816,22,1,Finance,60991.45474,21,1,HR,51182.90816,14,0,HR,51182.90816,15,1,3,3,5,15.6
HR,51182.90816,6,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,0,1,1,1.2
HR,51182.90816,40,0,Sales,47142.92286,45,1,Sales,47142.92286,78,1,HR,51182.90816,6,0,Other,53085.31717,6,0,3,3,5,35
HR,51182.90816,11,0,HR,51182.90816,6,1,Unemployed,0,2,1,HR,51182.90816,1,1,HR,51182.90816,3,0,3,3,5,4.6
HR,51182.90816,20,1,Government,78213.325,32,0,Unemployed,0,430,1,Government,78213.325,58,1,Executive,123893.3069,6,1,2,3,5,109.2
HR,51182.90816,20,1,Government,78213.325,32,0,Unemployed,0,430,1,Government,78213.325,58,1,Executive,123893.3069,6,1,2,3,5,109.2
HR,51182.90816,17,0,Management,79819.50204,8,1,Sales,47142.92286,4,1,Service,37263.83653,6,1,Other,53085.31717,24,1,3,3,5,11.8
HR,51182.90816,6,1,Admin,51794.60833,7,1,Unemployed,0,22,0,HR,51182.90816,52,0,HR,51182.90816,8,0,3,3,5,19
HR,51182.90816,11,1,HR,51182.90816,27,0,HR,51182.90816,28,0,Other,53085.31717,24,0,Other,53085.31717,25,1,2,3,5,23
HR,51182.90816,45,1,HR,51182.90816,29,1,Unemployed,0,34,0,Other,53085.31717,47,1,Other,53085.31717,6,1,2,1,5,32.2
HR,51182.90816,45,1,HR,51182.90816,29,1,Unemployed,0,34,0,Other,53085.31717,47,1,Other,53085.31717,6,1,2,1,5,32.2
IT,69783.6369,55,0,IT,69783.6369,4,0,IT,69783.6369,36,0,Operations,69434.83383,40,0,IT,69783.6369,23,0,3,3,5,31.6
IT,69783.6369,3,0,Academia,63461.28125,27,0,Academia,63461.28125,32,0,Academia,63461.28125,32,0,Academia,63461.28125,3,0,3,3,5,19.4
Other,53085.31717,26,1,IT,69783.6369,14,0,Unemployed,0,2,0,IT,69783.6369,33,0,Management,79819.50204,23,0,3,3,5,19.6
Sales,47142.92286,16,1,Sales,47142.92286,2,0,Unemployed,0,4,0,Other,53085.31717,72,0,Unemployed,0,0,0,1,1,4,18.8
Academia,63461.28125,10,0,Other,53085.31717,6,0,Unemployed,0,0,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,4,5.6
Consultant,78074.16822,88,1,Admin,51794.60833,42,1,Unemployed,0,17,0,Other,53085.31717,62,0,Other,53085.31717,6,0,3,3,5,43
Sales,47142.92286,48,0,Unemployed,0,43,0,Unemployed,0,7,1,Academia,63461.28125,9,1,Marketing,50436.77654,4,1,3,3,5,22.2
Service,37263.83653,8,1,Other,53085.31717,43,0,Operations,69434.83383,11,0,Other,53085.31717,12,0,Other,53085.31717,6,0,3,3,5,16
IT,69783.6369,15,0,Other,53085.31717,27,1,Sales,47142.92286,12,0,Marketing,50436.77654,290,1,Management,79819.50204,14,1,3,3,5,71.6
Consultant,78074.16822,60,0,Other,53085.31717,61,1,Other,53085.31717,6,1,Other,53085.31717,40,0,Unemployed,0,0,0,1,1,4,33.4
Other,53085.31717,7,0,Academia,63461.28125,20,0,Management,79819.50204,15,1,Unemployed,0,11,1,Other,53085.31717,11,1,3,3,5,12.8
Consultant,78074.16822,39,0,Unemployed,0,407,0,Unemployed,0,0,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,4,91.6
Consultant,78074.16822,3,1,Academia,63461.28125,10,1,Other,53085.31717,15,0,Academia,63461.28125,36,0,Academia,63461.28125,136,0,3,3,5,40
Executive,123893.3069,14,0,Management,79819.50204,13,1,Unemployed,0,18,0,Sales,47142.92286,30,1,Management,79819.50204,163,0,3,3,5,47.6
Consultant,78074.16822,64,0,Executive,123893.3069,13,0,Unemployed,0,39,0,Executive,123893.3069,3,0,Executive,123893.3069,39,0,3,3,5,31.6
Consultant,78074.16822,44,1,Other,53085.31717,104,1,Other,53085.31717,2,1,Sales,47142.92286,40,1,Other,53085.31717,6,0,2,1,5,39.2
Management,79819.50204,139,0,Management,79819.50204,127,0,Unemployed,0,84,0,Operations,69434.83383,46,0,Management,79819.50204,136,0,3,3,5,106.4
HR,51182.90816,3,1,HR,51182.90816,32,0,HR,51182.90816,177,0,IT,69783.6369,48,0,Other,53085.31717,6,0,3,3,5,53.2
Other,53085.31717,6,0,IT,69783.6369,15,0,Unemployed,0,0,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,4,6.6
Other,53085.31717,6,1,Other,53085.31717,3,1,Unemployed,0,180,0,Consultant,78074.16822,30,1,HR,51182.90816,17,1,3,3,5,47.2
IT,69783.6369,77,0,Finance,60991.45474,8,1,Unemployed,0,52,0,Unemployed,0,0,0,Other,53085.31717,6,0,1,1,4,28.6
IT,69783.6369,20,1,Management,79819.50204,23,1,Unemployed,0,6,1,Sales,47142.92286,7,1,Unemployed,0,0,0,2,1,4,11.2
IT,69783.6369,7,1,IT,69783.6369,40,1,Unemployed,0,10,1,Finance,60991.45474,3,1,IT,69783.6369,4,1,3,3,5,12.8
IT,69783.6369,25,1,Marketing,50436.77654,12,1,Unemployed,0,16,1,IT,69783.6369,24,1,Other,53085.31717,6,0,1,1,5,16.6
IT,69783.6369,38,1,IT,69783.6369,4,1,Unemployed,0,102,1,IT,69783.6369,44,1,Unemployed,0,6,1,1,1,5,38.8
IT,69783.6369,55,1,IT,69783.6369,11,0,Unemployed,0,14,1,IT,69783.6369,1,1,IT,69783.6369,6,1,3,3,5,17.4
IT,69783.6369,54,1,HR,51182.90816,29,0,Management,79819.50204,22,0,Unemployed,0,0,0,Unemployed,0,0,0,3,1,3,21
IT,69783.6369,11,1,Other,53085.31717,76,1,Unemployed,0,12,1,Admin,51794.60833,17,1,Unemployed,0,0,0,3,3,4,23.2
IT,69783.6369,23,1,Management,79819.50204,2,1,Management,79819.50204,15,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,10.4
Finance,60991.45474,3,1,Service,37263.83653,17,1,Unemployed,0,3,1,IT,69783.6369,16,0,Other,53085.31717,6,0,3,3,5,9
Engineering,81584.97869,36,0,Unemployed,0,47,0,Other,53085.31717,67,0,Other,53085.31717,104,0,Other,53085.31717,1,0,3,3,5,51
It,69783.6369,19,1,Sales,47142.92286,41,1,IT,69783.6369,17,1,IT,69783.6369,17,1,Sales,47142.92286,47,1,3,3,5,28.2
Other,53085.31717,16,1,Government,78213.325,129,1,Government,78213.325,94,1,Other,53085.31717,21,1,Executive,123893.3069,6,0,2,1,5,53.2
Sales,47142.92286,64,1,Service,37263.83653,32,1,Unemployed,0,0,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,4,21.6
Sales,47142.92286,9,1,Sales,47142.92286,5,1,Unemployed,0,40,0,Other,53085.31717,41,1,HR,51182.90816,4,1,3,3,5,19.8
Sales,47142.92286,10,1,Academia,63461.28125,3,1,Academia,63461.28125,3,1,Academia,63461.28125,3,1,Academia,63461.28125,7,1,3,3,5,5.2
Sales,47142.92286,8,1,Service,37263.83653,2,1,Unemployed,0,13,1,Other,53085.31717,18,1,Service,37263.83653,85,1,3,3,5,25.2
Service,37263.83653,136,1,Other,53085.31717,6,0,Unemployed,0,0,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,4,30.8
Academia,63461.28125,6,1,Academia,63461.28125,3,1,Academia,63461.28125,1,1,Engineering,81584.97869,14,0,Engineering,81584.97869,16,0,3,3,5,8
Finance,60991.45474,54,0,Marketing,50436.77654,25,0,Marketing,50436.77654,55,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,29.2
IT,69783.6369,9,1,IT,69783.6369,10,1,IT,69783.6369,15,0,Engineering,81584.97869,21,0,Engineering,81584.97869,2,0,2,3,5,11.4
Executive,123893.3069,3,1,Executive,123893.3069,34,1,Executive,123893.3069,45,1,Executive,123893.3069,79,1,Executive,123893.3069,328,1,3,3,5,97.8
Management,79819.50204,1,0,Finance,60991.45474,10,1,Unemployed,0,1,1,Unemployed,0,19,1,Unemployed,0,6,1,2,1,5,7.4
Executive,123893.3069,4,1,Executive,123893.3069,25,1,Unemployed,0,12,1,Executive,123893.3069,23,1,Executive,123893.3069,32,1,3,3,5,19.2
Finance,60991.45474,10,1,Other,53085.31717,53,1,Unemployed,0,24,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,19.8
Service,37263.83653,9,1,IT,69783.6369,6,1,Unemployed,0,7,1,Other,53085.31717,91,1,Other,53085.31717,6,1,3,3,5,23.8
IT,69783.6369,0,1,IT,69783.6369,7,1,Other,53085.31717,26,1,Finance,60991.45474,5,1,Other,53085.31717,6,0,3,3,4,8.8
IT,69783.6369,0,1,IT,69783.6369,7,1,Other,53085.31717,26,1,Finance,60991.45474,5,1,Other,53085.31717,6,0,3,3,4,8.8
IT,69783.6369,15,1,IT,69783.6369,16,1,Unemployed,0,19,1,Academia,63461.28125,4,1,Other,53085.31717,9,1,3,3,5,12.6
IT,69783.6369,72,0,IT,69783.6369,6,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,1,1,2,15.6
IT,69783.6369,3,1,IT,69783.6369,15,1,Operations,69434.83383,3,1,Other,53085.31717,3,0,Other,53085.31717,6,0,3,3,5,6
Finance,60991.45474,8,0,Consultant,78074.16822,17,0,Unemployed,0,14,0,Consultant,78074.16822,26,0,Engineering,81584.97869,13,0,3,3,5,15.6
Academia,63461.28125,12,0,Other,53085.31717,1,0,Unemployed,0,4,0,Academia,63461.28125,5,0,Other,53085.31717,6,0,3,3,5,5.6
HR,51182.90816,16,1,Finance,60991.45474,11,1,Unemployed,0,4,0,Unemployed,0,4,1,Service,37263.83653,41,1,3,3,5,15.2
Marketing,50436.77654,15,0,Management,79819.50204,6,0,Unemployed,0,4,0,Sales,47142.92286,14,0,Other,53085.31717,6,0,3,3,5,9
Operations,69434.83383,45,1,Other,53085.31717,45,1,Unemployed,0,15,0,Management,79819.50204,12,0,Other,53085.31717,23,0,3,3,5,28
Finance,60991.45474,153,0,Finance,60991.45474,96,0,Unemployed,0,0,0,Unemployed,0,0,0,Other,53085.31717,6,0,1,1,3,51
Finance,60991.45474,62,1,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,Unemployed,0,0,0,0,1,1,12.4
Finance,60991.45474,20,1,Finance,60991.45474,16,1,IT,69783.6369,4,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,10.4
Finance,60991.45474,194,1,Finance,60991.45474,78,1,Unemployed,0,51,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,67
Finance,60991.45474,60,0,HR,51182.90816,27,0,Finance,60991.45474,34,0,Sales,47142.92286,38,0,Other,53085.31717,6,0,3,3,5,33
Finance,60991.45474,1,1,Consultant,78074.16822,2,1,Unemployed,0,11,1,IT,69783.6369,21,1,Sales,47142.92286,5,1,3,3,5,8
Finance,60991.45474,15,1,Unemployed,0,11,1,Academia,63461.28125,3,1,Unemployed,0,11,1,Marketing,50436.77654,3,1,3,3,5,8.6
Finance,60991.45474,13,1,Unemployed,0,3,1,Unemployed,0,3,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,6.2
Finance,60991.45474,12,1,Finance,60991.45474,2,1,Unemployed,0,3,1,Consultant,78074.16822,4,0,Service,37263.83653,4,1,3,3,5,5
Finance,60991.45474,2,0,Finance,60991.45474,3,1,Finance,60991.45474,3,1,Other,53085.31717,4,0,Other,53085.31717,6,0,3,3,5,3.6
Finance,60991.45474,1,1,Other,53085.31717,12,1,Unemployed,0,12,1,Finance,60991.45474,3,1,Finance,60991.45474,2,1,3,3,5,6
Finance,60991.45474,1,1,Unemployed,0,24,1,Unemployed,0,3,1,Marketing,50436.77654,4,1,Other,53085.31717,24,1,3,3,5,11.2
Finance,60991.45474,26,1,Finance,60991.45474,19,1,Unemployed,0,48,1,Unemployed,0,4,1,Unemployed,0,5,1,3,3,5,20.4
Finance,60991.45474,14,0,Finance,60991.45474,21,0,Unemployed,0,23,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,14
Finance,60991.45474,0,0,Finance,60991.45474,24,0,Academia,63461.28125,3,0,Finance,60991.45474,7,1,Finance,60991.45474,3,1,3,3,4,7.4
Finance,60991.45474,2,1,Finance,60991.45474,24,0,Academia,63461.28125,36,1,Finance,60991.45474,3,0,Academia,63461.28125,3,1,3,3,5,13.6
Management,79819.50204,7,1,Management,79819.50204,8,1,Unemployed,0,16,0,Management,79819.50204,16,0,Executive,123893.3069,113,1,3,3,5,32
Management,79819.50204,53,1,Service,37263.83653,8,1,Other,53085.31717,64,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,27.4
Management,79819.50204,3,1,Management,79819.50204,20,1,Unemployed,0,13,1,Executive,123893.3069,27,1,Executive,123893.3069,74,1,3,3,5,27.4
Management,79819.50204,76,1,Management,79819.50204,17,1,Unemployed,0,22,1,Executive,123893.3069,65,0,Executive,123893.3069,53,0,3,3,5,46.6
Finance,60991.45474,29,1,Finance,60991.45474,14,1,Unemployed,0,13,0,Finance,60991.45474,23,0,Other,53085.31717,25,0,3,3,5,20.8
Finance,60991.45474,27,1,Finance,60991.45474,11,0,Unemployed,0,54,0,Unemployed,0,21,0,Other,53085.31717,6,0,3,3,5,23.8
Finance,60991.45474,3,1,Management,79819.50204,22,1,Unemployed,0,17,1,Management,79819.50204,16,1,Management,79819.50204,28,1,3,3,5,17.2
Finance,60991.45474,1,1,Finance,60991.45474,10,1,Unemployed,0,17,0,Unemployed,0,4,0,Other,53085.31717,6,0,3,3,5,7.6
Academia,63461.28125,3,1,Executive,123893.3069,12,1,Unemployed,0,52,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,15.8
IT,69783.6369,2,1,IT,69783.6369,1,0,Engineering,81584.97869,28,0,IT,69783.6369,2,0,Engineering,81584.97869,2,0,2,3,5,7
IT,69783.6369,1,0,Executive,123893.3069,14,0,Unemployed,0,8,0,Admin,51794.60833,7,0,Other,53085.31717,1,0,2,3,5,6.2
IT,69783.6369,8,1,Management,79819.50204,11,1,HR,51182.90816,8,1,Management,79819.50204,2,1,Other,53085.31717,11,0,3,3,5,8
IT,69783.6369,2,1,IT,69783.6369,17,1,Sales,47142.92286,67,1,Executive,123893.3069,17,1,Sales,47142.92286,12,1,2,3,5,23
IT,69783.6369,27,1,Finance,60991.45474,5,1,Unemployed,0,12,0,Finance,60991.45474,25,0,IT,69783.6369,26,0,3,3,5,19
IT,69783.6369,29,1,Operations,69434.83383,12,1,Operations,69434.83383,11,1,Operations,69434.83383,4,1,Executive,123893.3069,31,1,3,3,5,17.4
IT,69783.6369,29,1,IT,69783.6369,10,1,Unemployed,0,27,1,HR,51182.90816,43,1,HR,51182.90816,10,0,2,1,5,23.8
IT,69783.6369,10,0,IT,69783.6369,21,1,HR,51182.90816,2,1,Executive,123893.3069,30,1,IT,69783.6369,47,0,3,2,5,22
IT,69783.6369,14,0,IT,69783.6369,12,0,Unemployed,0,50,0,IT,69783.6369,3,0,IT,69783.6369,80,0,2,2,5,31.8
IT,69783.6369,28,1,HR,51182.90816,6,0,Other,53085.31717,5,0,Marketing,50436.77654,11,0,HR,51182.90816,6,0,3,1,5,11.2
IT,69783.6369,22,1,Sales,47142.92286,20,0,HR,51182.90816,5,0,IT,69783.6369,5,0,Unemployed,0,0,0,3,2,4,10.4
IT,69783.6369,6,1,Management,79819.50204,17,1,HR,51182.90816,8,1,Management,79819.50204,40,1,HR,51182.90816,9,0,3,2,5,16
IT,69783.6369,8,1,Sales,47142.92286,25,1,Sales,47142.92286,24,0,HR,51182.90816,16,0,Sales,47142.92286,12,1,3,1,5,17
IT,69783.6369,27,0,IT,69783.6369,44,0,Unemployed,0,75,0,IT,69783.6369,6,0,Other,53085.31717,6,0,3,3,5,31.6
IT,69783.6369,27,1,IT,69783.6369,3,1,Unemployed,0,4,1,IT,69783.6369,6,1,IT,69783.6369,18,1,2,3,5,11.6
IT,69783.6369,10,1,IT,69783.6369,18,0,Unemployed,0,26,0,Marketing,50436.77654,5,0,Sales,47142.92286,15,0,1,1,5,14.8
IT,69783.6369,3,1,Unemployed,0,3,1,Unemployed,0,3,1,Academia,63461.28125,3,1,Academia,63461.28125,3,1,3,3,5,3
Finance,60991.45474,103,1,Government,78213.325,7,1,Unemployed,0,11,0,HR,51182.90816,4,0,Other,53085.31717,6,1,2,1,5,26.2
Academia,63461.28125,7,1,IT,69783.6369,36,0,Unemployed,0,12,1,IT,69783.6369,72,1,HR,51182.90816,101,1,3,3,5,45.6
Academia,63461.28125,56,1,Sales,47142.92286,85,1,Unemployed,0,52,1,Unemployed,0,0,0,Unemployed,0,0,0,1,1,3,38.6
Academia,63461.28125,56,1,Sales,47142.92286,85,1,Unemployed,0,52,1,Unemployed,0,0,0,Unemployed,0,0,0,1,1,3,38.6
Government,78213.325,3,1,Management,79819.50204,15,1,Unemployed,0,36,1,Admin,51794.60833,6,1,Unemployed,0,0,0,2,1,4,12
Other,53085.31717,1,0,IT,69783.6369,5,0,Unemployed,0,3,0,Other,53085.31717,4,0,Other,53085.31717,3,0,3,3,5,3.2
Sales,47142.92286,15,0,Sales,47142.92286,16,0,Operations,69434.83383,3,0,Unemployed,0,0,0,Other,53085.31717,6,0,1,1,4,8
IT,69783.6369,74,1,IT,69783.6369,3,1,Consultant,78074.16822,76,1,Management,79819.50204,10,1,Management,79819.50204,114,0,3,3,5,55.4
Finance,60991.45474,18,1,Management,79819.50204,6,1,Unemployed,0,24,1,Finance,60991.45474,11,1,Finance,60991.45474,19,1,3,3,5,15.6
Finance,60991.45474,4,1,Management,79819.50204,7,1,Unemployed,0,2,1,Sales,47142.92286,1,1,IT,69783.6369,13,0,3,3,5,5.4
IT,69783.6369,63,0,Academia,63461.28125,27,1,Unemployed,0,0,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,4,20.4
Sales,47142.92286,8,1,Other,53085.31717,3,1,Unemployed,0,8,0,Admin,51794.60833,27,0,Executive,123893.3069,12,0,3,3,5,11.6
Consultant,78074.16822,2,0,Executive,123893.3069,7,0,Unemployed,0,2,0,Academia,63461.28125,4,0,Other,53085.31717,20,1,3,3,5,7
IT,69783.6369,3,1,IT,69783.6369,3,1,Unemployed,0,3,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,4.2
IT,69783.6369,3,1,IT,69783.6369,3,1,Unemployed,0,0,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,4,3.6
IT,69783.6369,1,1,IT,69783.6369,2,1,Unemployed,0,3,1,Academia,63461.28125,7,1,Academia,63461.28125,11,1,3,3,5,4.8
IT,69783.6369,0,0,IT,69783.6369,51,1,IT,69783.6369,16,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,4,15.8
IT,69783.6369,7,1,Academia,63461.28125,30,0,Unemployed,0,8,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,11.4
Finance,60991.45474,2,1,Finance,60991.45474,9,1,Unemployed,0,3,1,Academia,63461.28125,8,1,Other,53085.31717,3,1,3,3,5,5
IT,69783.6369,7,0,Academia,63461.28125,7,1,Sales,47142.92286,20,0,Sales,47142.92286,20,1,Other,53085.31717,6,0,3,3,5,12
Other,53085.31717,3,0,Other,53085.31717,20,1,Unemployed,0,7,1,Admin,51794.60833,1,1,Executive,123893.3069,43,1,3,3,5,14.8
IT,69783.6369,27,0,Other,53085.31717,6,0,Unemployed,0,0,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,4,9
IT,69783.6369,30,1,HR,51182.90816,20,1,Unemployed,0,3,0,Unemployed,0,3,1,Unemployed,0,3,1,3,3,5,11.8
IT,69783.6369,45,0,IT,69783.6369,6,1,Other,53085.31717,7,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,14
IT,69783.6369,39,0,Academia,63461.28125,68,0,Academia,63461.28125,3,1,Academia,63461.28125,3,1,Other,53085.31717,6,0,3,3,5,23.8
IT,69783.6369,38,1,Academia,63461.28125,72,1,Unemployed,0,73,1,Other,53085.31717,26,1,Service,37263.83653,26,1,3,3,5,47
IT,69783.6369,7,0,IT,69783.6369,2,0,Unemployed,0,3,0,Other,53085.31717,2,0,Other,53085.31717,6,0,3,3,5,4
IT,69783.6369,3,0,IT,69783.6369,27,0,Unemployed,0,5,1,Executive,123893.3069,50,1,Admin,51794.60833,21,1,3,3,5,21.2
IT,69783.6369,0,1,Academia,63461.28125,72,1,Academia,63461.28125,27,1,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,4,22.2
Government,78213.325,12,1,Other,53085.31717,48,0,Unemployed,0,14,1,Admin,51794.60833,19,1,Executive,123893.3069,6,0,2,1,5,19.8
Service,37263.83653,8,1,IT,69783.6369,12,0,Engineering,81584.97869,4,0,Other,53085.31717,1,0,Other,53085.31717,12,0,3,3,5,7.4
Service,37263.83653,3,1,Executive,123893.3069,3,1,Unemployed,0,61,0,Other,53085.31717,20,0,Other,53085.31717,6,0,3,3,5,18.6
Academia,63461.28125,35,1,Academia,63461.28125,41,1,Academia,63461.28125,6,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,18.8
Academia,63461.28125,44,1,Other,53085.31717,5,0,IT,69783.6369,3,1,Other,53085.31717,11,1,Unemployed,0,0,0,1,1,4,12.6
Academia,63461.28125,51,1,Executive,123893.3069,4,1,Unemployed,0,3,1,Unemployed,0,0,0,Unemployed,0,0,0,1,1,3,11.6
Law,52195,13,1,IT,69783.6369,5,0,Unemployed,0,28,1,Unemployed,0,17,1,Unemployed,0,19,0,3,3,5,16.4
Finance,60991.45474,17,1,Management,79819.50204,73,0,Unemployed,0,51,0,HR,51182.90816,40,0,Engineering,81584.97869,5,0,3,3,5,37.2
Management,79819.50204,13,1,HR,51182.90816,63,1,Unemployed,0,15,1,Unemployed,0,26,0,Unemployed,0,48,1,3,1,5,33
Admin,51794.60833,11,0,Admin,51794.60833,18,0,Unemployed,0,8,0,Sales,47142.92286,67,0,Service,37263.83653,4,0,3,3,5,21.6
IT,69783.6369,7,0,IT,69783.6369,14,1,Unemployed,0,20,1,Engineering,81584.97869,4,0,Engineering,81584.97869,13,1,3,3,5,11.6
IT,69783.6369,11,1,Service,37263.83653,61,1,Finance,60991.45474,26,1,Management,79819.50204,5,1,Other,53085.31717,3,1,3,3,5,21.2
Consultant,78074.16822,17,0,Admin,51794.60833,13,0,IT,69783.6369,60,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,20.4
IT,69783.6369,10,1,IT,69783.6369,18,1,IT,69783.6369,12,1,IT,69783.6369,25,1,IT,69783.6369,8,1,3,1,5,14.6
IT,69783.6369,19,1,Executive,123893.3069,36,1,Unemployed,0,13,1,Other,53085.31717,19,0,Other,53085.31717,17,0,3,3,5,20.8
It,69783.6369,77,1,IT,69783.6369,46,0,Unemployed,0,0,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,4,27
Other,53085.31717,74,1,Management,79819.50204,86,1,Unemployed,0,10,1,Other,53085.31717,27,0,Service,37263.83653,17,1,3,3,5,42.8
IT,69783.6369,110,1,Operations,69434.83383,19,1,Government,78213.325,60,1,Executive,123893.3069,107,1,Executive,123893.3069,6,1,2,1,5,60.4
IT,69783.6369,110,1,Operations,69434.83383,19,1,Government,78213.325,60,1,Executive,123893.3069,107,1,Executive,123893.3069,6,1,2,1,5,60.4
IT,69783.6369,20,1,Operations,69434.83383,27,1,Unemployed,0,18,1,Academia,63461.28125,5,1,IT,69783.6369,25,0,3,3,5,19
Engineering,81584.97869,15,1,Operations,69434.83383,38,1,Management,79819.50204,24,1,Operations,69434.83383,1,1,Marketing,50436.77654,8,1,3,3,5,17.2
HR,51182.90816,19,1,Sales,47142.92286,10,1,Other,53085.31717,11,1,Other,53085.31717,3,1,Operations,69434.83383,3,1,3,3,5,9.2
HR,51182.90816,57,1,HR,51182.90816,28,0,Unemployed,0,112,0,Other,53085.31717,151,0,HR,51182.90816,54,1,1,1,5,80.4
IT,69783.6369,13,0,IT,69783.6369,47,1,Unemployed,0,81,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,5,30.6
IT,69783.6369,35,1,IT,69783.6369,36,0,Unemployed,0,23,1,IT,69783.6369,4,1,IT,69783.6369,7,1,3,3,5,21
IT,69783.6369,25,1,IT,69783.6369,47,1,Unemployed,0,0,0,Other,53085.31717,6,0,Other,53085.31717,6,0,3,3,4,16.8
